title,author,price,in_stock,book_genre,book_url
Egyptian Soups,John Feeney,100.00,Instock,Cookery,https://diwanegypt.com/product/egyptian-soups/
Doll’s House and Other Plays,Henrik Ibsen,260.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/dolls-house-and-other-plays/
CBD Oil Solution,Rachna Patel,370.00,Out of stock,Health,https://diwanegypt.com/product/cbd-oil-solution/
Black Box Thinking,Matthew Syed,285.00,Instock,Psychology,https://diwanegypt.com/product/black-box-thinking/
Girl in the Spider’s Web,David Lagercrantz,260.00,Instock,Literature & Fiction,https://diwanegypt.com/product/girl-in-the-spiders-web/
Headmaster’s Wife,Thomas Christopher Greene,360.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/headmasters-wife/
Firelight,Kazu Kibuishi,280.00,Instock,Graphic Novels,https://diwanegypt.com/product/firelight/
Egyptian Cooking,Samia Abdennour,300.00,Instock,Cookery,https://diwanegypt.com/product/egyptian-cooking/
"Elsewhere, Home",Leila Aboulela,260.00,Instock,Literature & Fiction,https://diwanegypt.com/product/elsewhere-home/
Egypt Unexpected,Silvia Dogliani,250.00,Instock,Egypt Essential,https://diwanegypt.com/product/egypt-unexpected/
Good Soldier,Ford Madox Ford,95.00,Instock,Literature & Fiction,https://diwanegypt.com/product/good-soldier/
Great Book of Ancient Egypt,Zahi Hawass,800.00,Instock,Egypt Essential,https://diwanegypt.com/product/great-book-of-ancient-egypt-2/
Art of Gathering,Riverhead Books,270.00,Instock,Wellbeing,https://diwanegypt.com/product/art-of-gathering/
Winter Garden,Kristin Hannah,260.00,Instock,Literature & Fiction,https://diwanegypt.com/product/winter-garden/
Amulet 4 Last Council,Kazu Kibuishi,280.00,Instock,Graphic Novels,https://diwanegypt.com/product/amulet-4-last-council/
Whatever Happened to the Egypt,Galal Ahmed Amin,300.00,Instock,Egypt Essential,https://diwanegypt.com/product/whatever-happened-to-the-egypt/
Umm Al Dunya,Abbas Al-Tonsi,400.00,Instock,Study Guides,https://diwanegypt.com/product/umm-al-dunya/
Ultimate Hitchhiker’s Guide to,Douglas Adams,425.00,Instock,Literature & Fiction,https://diwanegypt.com/product/ultimate-hitchhikers-guide-to/
Two Thousand Years of Coptic C,Otto F.A. Meinardus,250.00,Instock,General Religions,https://diwanegypt.com/product/two-thousand-years-of-coptic-c/
Trump Think Like a Billionaire,Donald J. Trump & Meredith McI,195.00,Instock,Business,https://diwanegypt.com/product/trump-think-like-a-billionaire/
Treasures of the Valley of the,Kent R. Weeks,500.00,Instock,Egypt Essential,https://diwanegypt.com/product/treasures-of-the-valley-of-the-4/
Yoga Your Home Practice Compan,N/A,480.00,Instock,Health,https://diwanegypt.com/product/yoga-your-home-practice-compan/
Women Travelers on the Nile,Deborah Manley,200.00,Instock,Biography & Memoirs,https://diwanegypt.com/product/women-travelers-on-the-nile/
Wonders of Egypt,Giorgio Ferrero,300.00,Instock,Egypt Essential,https://diwanegypt.com/product/wonders-of-egypt/
"Life, the Universe and Everyth",Douglas Adams,175.00,Instock,Literature & Fiction,https://diwanegypt.com/product/life-the-universe-and-everyth/
Istanbul Anthology,Kaya Genc,200.00,Instock,History,https://diwanegypt.com/product/istanbul-anthology/
Islamic Monuments in Cairo,Caroline Williams,400.00,Instock,Egypt Essential,https://diwanegypt.com/product/islamic-monuments-in-cairo-2/
Leadership,Michael Heath,195.00,Instock,Business,https://diwanegypt.com/product/leadership/
Ancient Egypt Art and Archaeol,Giorgio Agnese,300.00,Instock,Egypt Essential,https://diwanegypt.com/product/ancient-egypt-art-and-archaeol/
Amulet 5 Prince of the Elves,Kazu Kibuishi,280.00,Instock,Graphic Novels,https://diwanegypt.com/product/amulet-5-prince-of-the-elves/
Amulet 3 Cloud Searchers,Kazu Kibuishi,280.00,Out of stock,Graphic Novels,https://diwanegypt.com/product/amulet-3-cloud-searchers/
Allen Carr’s Easy Way to Stop,Allen Carr,315.00,Instock,Health,https://diwanegypt.com/product/allen-carrs-easy-way-to-stop/
Al-Kitab Al-Mufid,Manfred Woidich,500.00,Instock,Study Guides,https://diwanegypt.com/product/al-kitab-al-mufid/
Alexandria,Jean-Yves Empereur,160.00,Instock,Egypt Essential,https://diwanegypt.com/product/alexandria-2/
Mythology,Edith Hamilton,220.00,Instock,History,https://diwanegypt.com/product/mythology/
Living Sufism,Nicolaas Biegman,250.00,Instock,General Religions,https://diwanegypt.com/product/living-sufism/
"Loving Pablo, Hating Escobar",Virginia Vallejo,360.00,Out of stock,Biography & Memoirs,https://diwanegypt.com/product/loving-pablo-hating-escobar/
Lilac Girls,Martha Hall Kelly,360.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/lilac-girls/
You Said Forever,Susan Lewis,195.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/you-said-forever/
Women Who Run with the Wolves,Clarissa Pinkola Estés,195.00,Out of stock,Psychology,https://diwanegypt.com/product/women-who-run-with-the-wolves-2/
At the Edge of the Orchard,Tracy Chevalier,215.00,Instock,Literature & Fiction,https://diwanegypt.com/product/at-the-edge-of-the-orchard/
Assassin’s Creed Unity,Oliver Bowden,230.00,Instock,Literature & Fiction,https://diwanegypt.com/product/assassins-creed-unity-2/
Art of War for Executives,Donald G. Krause,175.00,Out of stock,Business,https://diwanegypt.com/product/art-of-war-for-executives/
Art of Social Media,Guy Kawasaki & Peg Fitzpatrick,315.00,Instock,Business,https://diwanegypt.com/product/art-of-social-media/
Andersen’s Fairy Tales,Hans Christian Andersen,155.00,Instock,Literature & Fiction,https://diwanegypt.com/product/andersens-fairy-tales/
"Ancient Egypt, An Introduction",Salima Ikram,400.00,Instock,Egypt Essential,https://diwanegypt.com/product/ancient-egypt-an-introduction/
Ancient Egypt in Poetry,Donald P Ryan,200.00,Instock,Egypt Essential,https://diwanegypt.com/product/ancient-egypt-in-poetry/
Among the Lemon Trees,Nadia Marks,230.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/among-the-lemon-trees/
Live by Night,Dennis Lehane,215.00,Instock,Literature & Fiction,https://diwanegypt.com/product/live-by-night/
Lemon Tree,Sandy Tolan,315.00,Instock,History,https://diwanegypt.com/product/lemon-tree/
Lateral Thinking,Edward De Bono,285.00,Out of stock,Psychology,https://diwanegypt.com/product/lateral-thinking/
Jihad of the Pen,Rudolph Ware,600.00,Instock,Spirituality,https://diwanegypt.com/product/jihad-of-the-pen/
I Let You Go,Clare Mackintosh,260.00,Out of stock,Books,https://diwanegypt.com/product/i-let-you-go/
How Not to Hate Your Husband,Jancee Dunn,260.00,Out of stock,Wellbeing,https://diwanegypt.com/product/how-not-to-hate-your-husband/
Cuckoo’s Calling,Robert Galbraith,260.00,Instock,Literature & Fiction,https://diwanegypt.com/product/cuckoos-calling/
How Hard Can It Be?,Allison Pearson,260.00,Instock,Literature & Fiction,https://diwanegypt.com/product/how-hard-can-it-be/
Yoga 365,Susanna Harwood Rubin,360.00,Instock,Health,https://diwanegypt.com/product/yoga-365/
Wreck This Journal Everywhere,Keri Smith,240.00,Instock,Wellbeing,https://diwanegypt.com/product/wreck-this-journal-everywhere/
Women in Revolutionary Egypt,Shereen Abouelnaga,350.00,Instock,Egypt Essential,https://diwanegypt.com/product/women-in-revolutionary-egypt/
Wild,Cheryl Strayed,360.00,Out of stock,Biography & Memoirs,https://diwanegypt.com/product/wild/
Positive Parenting,Alvin Eden,340.00,Instock,Books,https://diwanegypt.com/product/positive-parenting/
Police,Jo Nesbo,195.00,Out of stock,Books,https://diwanegypt.com/product/police/
Pharaoh,Garry J. Shaw,300.00,Instock,Books,https://diwanegypt.com/product/pharaoh/
Permanent Record,Edward Snowden,380.00,Instock,Books,https://diwanegypt.com/product/permanent-record/
Photographing Tutankhamun,Christina Riggs,600.00,Instock,Books,https://diwanegypt.com/product/photographing-tutankhamun/
Only Way to Stop Smoking Perm,Allen Carr,315.00,Out of stock,Health,https://diwanegypt.com/product/only-way-to-stop-smoking-perm/
People at Number 9,Felicity Everett,260.00,Out of stock,Books,https://diwanegypt.com/product/people-at-number-9/
One Hundred Days of Happiness,Fausto Brizzi,230.00,Instock,Literature & Fiction,https://diwanegypt.com/product/one-hundred-days-of-happiness/
Arabian Nights Vol. 2,Jack Zipes and Anonymous,195.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/arabian-nights-vol-2/
Ancient Egyptian Hieroglyphs,Janice Kamrin,350.00,Instock,Egypt Essential,https://diwanegypt.com/product/ancient-egyptian-hieroglyphs/
Ancient Nubia,Peter Lacovara & Salim Ikram,750.00,Instock,Egypt Essential,https://diwanegypt.com/product/ancient-nubia/
Ambassadors,Henry James,195.00,Instock,Literature & Fiction,https://diwanegypt.com/product/ambassadors/
Amarna Sunrise,Aidan Dodson,250.00,Instock,Egypt Essential,https://diwanegypt.com/product/amarna-sunrise/
All She Ever Wished For,Claudia Carroll,285.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/all-she-ever-wished-for/
Alibaba,Duncan Clark,360.00,Instock,Business,https://diwanegypt.com/product/alibaba/
Personal Jack Reacher 19,Lee Child,230.00,Instock,Literature & Fiction,https://diwanegypt.com/product/personal-jack-reacher-19/
People in Past Anc Egypt Jobs,John Malam,120.00,Instock,Egypt Essential,https://diwanegypt.com/product/people-in-past-anc-egypt-jobs/
Our Kind of Cruelty,Araminta Hall,230.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/our-kind-of-cruelty/
One Plus One,Jojo Moyes,230.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/one-plus-one/
On Love and Loneliness,Jiddu Krishnamurti,290.00,Out of stock,Philosophy,https://diwanegypt.com/product/on-love-and-loneliness/
New One Minute Manager,Kenneth Blanchard & Spencer Jo,260.00,Instock,Business,https://diwanegypt.com/product/new-one-minute-manager/
Oases P/G English,Alberto Siliotti,75.00,Instock,Travel,https://diwanegypt.com/product/oases-p-g-english/
Neal’s Yard Remedies Eat Beaut,Susan Curtis & Tipper Lewis,495.00,Instock,Health,https://diwanegypt.com/product/neals-yard-remedies-eat-beaut/
How Google Works,Eric Schmidt & Jonathan Rosenb,315.00,Instock,Business,https://diwanegypt.com/product/how-google-works/
How The Secret Changed My Life,Rhonda Byrne,370.00,Out of stock,Wellbeing,https://diwanegypt.com/product/how-the-secret-changed-my-life/
Nasser’s Blessed Movement,Joel Gordon,160.00,Instock,History,https://diwanegypt.com/product/nassers-blessed-movement/
Highly Sensitive Person,Elaine N. Aron,370.00,Instock,Psychology,https://diwanegypt.com/product/highly-sensitive-person/
He’s Just Not That Into You,Greg Behrendt & Liz Tuccillo,260.00,Out of stock,Wellbeing,https://diwanegypt.com/product/hes-just-not-that-into-you/
H.R.H.,Danielle Steel,175.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/h-r-h/
Good Woman,Danielle Steel,195.00,Instock,Literature & Fiction,https://diwanegypt.com/product/good-woman/
Supernova,Kazu Kibuishi,280.00,Instock,Graphic Novels,https://diwanegypt.com/product/supernova-2/
Globetrotter Egypt Travel Pack,Robin Gauldie,200.00,Instock,Travel,https://diwanegypt.com/product/globetrotter-egypt-travel-pack/
Strangers,Paul Finch,230.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/strangers-2/
Curiosity House,Lauren Oliver,145.00,Instock,Young Adults,https://diwanegypt.com/product/curiosity-house/
Christopher Columbus,Stephen Krensky,105.00,Instock,Young Adults,https://diwanegypt.com/product/christopher-columbus/
Sophie’s World,Ranya O.Khalifa,270.00,Instock,Literature & Fiction,https://diwanegypt.com/product/sophies-world/
O’s Little Guide to Finding Yo,N/A,265.00,Instock,Wellbeing,https://diwanegypt.com/product/os-little-guide-to-finding-yo/
Lion,Saroo Brierley,260.00,Instock,Biography & Memoirs,https://diwanegypt.com/product/lion/
Life and Legend of the Sultan,Jonathan Phillips,425.00,Out of stock,Biography & Memoirs,https://diwanegypt.com/product/life-and-legend-of-the-sultan/
Left Hand of Darkness,Ursula K. Le Guin,340.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/left-hand-of-darkness/
Leading Teams,N/A,320.00,Out of stock,Business,https://diwanegypt.com/product/leading-teams/
Leading People,N/A,220.00,Out of stock,Business,https://diwanegypt.com/product/leading-people/
Last Lecture,Randy Pausch,260.00,Out of stock,Biography & Memoirs,https://diwanegypt.com/product/last-lecture/
Leadership Strategy and Tactic,Jocko Willink,560.00,Instock,Business,https://diwanegypt.com/product/leadership-strategy-and-tactic/
Last Girl,Nadia Murad,285.00,Out of stock,Biography & Memoirs,https://diwanegypt.com/product/last-girl-3/
Friday Black,Nana Kwame Adjei-Brenyah,285.00,Instock,Literature & Fiction,https://diwanegypt.com/product/friday-black/
First Love,Gwendoline Riley,260.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/first-love-2/
Fortunes of Africa,Martin Meredith,370.00,Instock,History,https://diwanegypt.com/product/fortunes-of-africa/
Fayoum and Wadi El-Rayan P/G E,Alberto Siliotti,75.00,Instock,Travel,https://diwanegypt.com/product/fayoum-and-wadi-el-rayan-p-g-e/
Eye of Spirit,Ken Wilber,775.00,Instock,Psychology,https://diwanegypt.com/product/eye-of-spirit/
Essential Tawfiq Al-Hakim,Denys Johnson-Davies,100.00,Instock,Literature & Fiction,https://diwanegypt.com/product/essential-tawfiq-al-hakim/
Compassion,Osho,360.00,Out of stock,Wellbeing,https://diwanegypt.com/product/compassion/
Clockwork,Mike Michalowicz,590.00,Out of stock,Business,https://diwanegypt.com/product/clockwork/
Cleopatra in Space 2 The Thief,Mike Maihack,320.00,Instock,Graphic Novels,https://diwanegypt.com/product/cleopatra-in-space-2-the-thief/
Codename Villanelle,Luke Jennings,260.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/codename-villanelle/
Child Called It,Dave Pelzer,260.00,Instock,Biography & Memoirs,https://diwanegypt.com/product/child-called-it/
Art,Andrew Graham-Dixon,835.00,Out of stock,Art,https://diwanegypt.com/product/art/
Cavendon Hall,Barbara Taylor,195.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/cavendon-hall/
Arab Spring in Egypt,Paulo Coelho,200.00,Instock,Egypt Essential,https://diwanegypt.com/product/arab-spring-in-egypt/
Amulet 2 Stonekeeper’s Curse,Kazu Kibuishi,280.00,Out of stock,Graphic Novels,https://diwanegypt.com/product/amulet-2-stonekeepers-curse/
Anatomy of a Scandal: The Sund,Sarah Vaughan,355.00,Instock,Literature & Fiction,https://diwanegypt.com/product/anatomy-of-a-scandal-the-sund/
American Travelers on the Nile,Andrew Oliver,400.00,Instock,Egypt Essential,https://diwanegypt.com/product/american-travelers-on-the-nile/
Unleash the Power of the Femal,Daniel G. Amen M.D.,380.00,Instock,Psychology,https://diwanegypt.com/product/unleash-the-power-of-the-femal/
Amarna Sunset,Aidan Dodson,300.00,Instock,Egypt Essential,https://diwanegypt.com/product/amarna-sunset/
American Gods,Neil Gaiman,220.00,Instock,Literature & Fiction,https://diwanegypt.com/product/american-gods/
Understanding Islamic Fundamen,Sayed Khatab,150.00,Instock,History,https://diwanegypt.com/product/understanding-islamic-fundamen/
Twelve-Step Programme to Kick,Robert Lefever,285.00,Instock,Health,https://diwanegypt.com/product/twelve-step-programme-to-kick/
Travels of Ibn Battuta,David Dimeo & Inas Hassan,400.00,Instock,Study Guides,https://diwanegypt.com/product/travels-of-ibn-battuta/
Travels In The Scriptorium,Paul Auster,260.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/travels-in-the-scriptorium/
Talent for Murder,Andrew Wilson,230.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/talent-for-murder/
Traditional Crafts of Egypt,Menha el-Batraoui,450.00,Instock,Egypt Essential,https://diwanegypt.com/product/traditional-crafts-of-egypt/
Temple of the World,Miroslav Verner,500.00,Instock,Egypt Essential,https://diwanegypt.com/product/temple-of-the-world/
Saffron in the Souks,John Gregory-Smith,690.00,Out of stock,Cookery,https://diwanegypt.com/product/saffron-in-the-souks/
Rumi Oracle,Alana Fairchild,380.00,Out of stock,New Age,https://diwanegypt.com/product/rumi-oracle-3/
"Revolutionary Russia, 1891-199",Orlando Figes,485.00,Out of stock,History,https://diwanegypt.com/product/revolutionary-russia-1891-199/
Rama and the Dragon,Edwar Al-Kharrat,100.00,Instock,Literature & Fiction,https://diwanegypt.com/product/rama-and-the-dragon/
Queen’s Choice,Anne O'Brien,175.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/queens-choice/
Rain Over Baghdad,Hala Al-Badry,150.00,Instock,Literature & Fiction,https://diwanegypt.com/product/rain-over-baghdad/
Revenge Wears Prada Devil Retu,Lauren Weisberger,190.00,Out of stock,Literature & Fiction,https://diwanegypt.com/product/revenge-wears-prada-devil-retu/
Batman Vol. 2 City of Owls,Scott Snyder,360.00,Instock,Graphic Novels,https://diwanegypt.com/product/batman-vol-2-city-of-owls/
Bad-Ass Librarians of Timbuktu,Joshua Hammer,340.00,Out of stock,History,https://diwanegypt.com/product/bad-ass-librarians-of-timbuktu/
